"","t","method","order","qD","qD.LCL","qD.UCL","SC","SC.LCL","SC.UCL"
"1",1,"interpolated",0,13.2,10.482,15.918,0.182,0.091,0.273
"2",1,"interpolated",0,13.2,10.482,15.918,0.182,0.091,0.273
"3",1,"interpolated",0,13.2,10.482,15.918,0.182,0.091,0.273
"4",1,"interpolated",0,13.2,10.482,15.918,0.182,0.091,0.273
"5",1,"interpolated",0,13.2,10.482,15.918,0.182,0.091,0.273
"6",1,"interpolated",0,13.2,10.482,15.918,0.182,0.091,0.273
"7",2,"interpolated",0,24,19.611,28.389,0.318,0.206,0.43
"8",2,"interpolated",0,24,19.611,28.389,0.318,0.206,0.43
"9",2,"interpolated",0,24,19.611,28.389,0.318,0.206,0.43
"10",2,"interpolated",0,24,19.611,28.389,0.318,0.206,0.43
"11",2,"interpolated",0,24,19.611,28.389,0.318,0.206,0.43
"12",2,"interpolated",0,24,19.611,28.389,0.318,0.206,0.43
"13",3,"interpolated",0,33,27.324,38.676,0.424,0.301,0.548
"14",3,"interpolated",0,33,27.324,38.676,0.424,0.301,0.548
"15",3,"interpolated",0,33,27.324,38.676,0.424,0.301,0.548
"16",3,"interpolated",0,33,27.324,38.676,0.424,0.301,0.548
"17",3,"interpolated",0,33,27.324,38.676,0.424,0.301,0.548
"18",3,"interpolated",0,33,27.324,38.676,0.424,0.301,0.548
"19",4,"interpolated",0,40.6,33.802,47.398,0.515,0.381,0.65
"20",5,"observed",0,47,39.113,54.887,0.592,0.448,0.735
"21",6,"extrapolated",0,52.389,43.36,61.419,0.656,0.508,0.804
"22",6,"extrapolated",0,52.389,43.36,61.419,0.656,0.508,0.804
"23",6,"extrapolated",0,52.389,43.36,61.419,0.656,0.508,0.804
"24",6,"extrapolated",0,52.389,43.36,61.419,0.656,0.508,0.804
"25",6,"extrapolated",0,52.389,43.36,61.419,0.656,0.508,0.804
"26",7,"extrapolated",0,56.928,46.675,67.181,0.71,0.562,0.858
"27",7,"extrapolated",0,56.928,46.675,67.181,0.71,0.562,0.858
"28",7,"extrapolated",0,56.928,46.675,67.181,0.71,0.562,0.858
"29",7,"extrapolated",0,56.928,46.675,67.181,0.71,0.562,0.858
"30",7,"extrapolated",0,56.928,46.675,67.181,0.71,0.562,0.858
"31",8,"extrapolated",0,60.75,49.205,72.295,0.756,0.611,0.901
"32",8,"extrapolated",0,60.75,49.205,72.295,0.756,0.611,0.901
"33",8,"extrapolated",0,60.75,49.205,72.295,0.756,0.611,0.901
"34",8,"extrapolated",0,60.75,49.205,72.295,0.756,0.611,0.901
"35",8,"extrapolated",0,60.75,49.205,72.295,0.756,0.611,0.901
"36",9,"extrapolated",0,63.968,51.095,76.842,0.795,0.655,0.935
"37",9,"extrapolated",0,63.968,51.095,76.842,0.795,0.655,0.935
"38",9,"extrapolated",0,63.968,51.095,76.842,0.795,0.655,0.935
"39",9,"extrapolated",0,63.968,51.095,76.842,0.795,0.655,0.935
"40",10,"extrapolated",0,66.679,52.471,80.886,0.827,0.693,0.961
"41",1,"interpolated",1,13.2,10.531,15.869,0.182,0.092,0.271
"42",1,"interpolated",1,13.2,10.531,15.869,0.182,0.092,0.271
"43",1,"interpolated",1,13.2,10.531,15.869,0.182,0.092,0.271
"44",1,"interpolated",1,13.2,10.531,15.869,0.182,0.092,0.271
"45",1,"interpolated",1,13.2,10.531,15.869,0.182,0.092,0.271
"46",1,"interpolated",1,13.2,10.531,15.869,0.182,0.092,0.271
"47",2,"interpolated",1,23.274,19.151,27.397,0.318,0.208,0.428
