"","t","method","order","qD","qD.LCL","qD.UCL","SC","SC.LCL","SC.UCL"
"1",1,"interpolated",0,7,5.363,8.637,0.272,0.151,0.394
"2",1,"interpolated",0,7,5.363,8.637,0.272,0.151,0.394
"3",1,"interpolated",0,7,5.363,8.637,0.272,0.151,0.394
"4",1,"interpolated",0,7,5.363,8.637,0.272,0.151,0.394
"5",1,"interpolated",0,7,5.363,8.637,0.272,0.151,0.394
"6",1,"interpolated",0,7,5.363,8.637,0.272,0.151,0.394
"7",1,"interpolated",0,7,5.363,8.637,0.272,0.151,0.394
"8",2,"interpolated",0,12.095,9.362,14.828,0.43,0.299,0.561
"9",2,"interpolated",0,12.095,9.362,14.828,0.43,0.299,0.561
"10",2,"interpolated",0,12.095,9.362,14.828,0.43,0.299,0.561
"11",2,"interpolated",0,12.095,9.362,14.828,0.43,0.299,0.561
"12",2,"interpolated",0,12.095,9.362,14.828,0.43,0.299,0.561
"13",2,"interpolated",0,12.095,9.362,14.828,0.43,0.299,0.561
"14",3,"interpolated",0,16.086,12.308,19.864,0.518,0.389,0.648
"15",3,"interpolated",0,16.086,12.308,19.864,0.518,0.389,0.648
"16",3,"interpolated",0,16.086,12.308,19.864,0.518,0.389,0.648
"17",3,"interpolated",0,16.086,12.308,19.864,0.518,0.389,0.648
"18",3,"interpolated",0,16.086,12.308,19.864,0.518,0.389,0.648
"19",3,"interpolated",0,16.086,12.308,19.864,0.518,0.389,0.648
"20",3,"interpolated",0,16.086,12.308,19.864,0.518,0.389,0.648
"21",4,"interpolated",0,19.457,14.66,24.255,0.569,0.44,0.697
"22",4,"interpolated",0,19.457,14.66,24.255,0.569,0.44,0.697
"23",4,"interpolated",0,19.457,14.66,24.255,0.569,0.44,0.697
"24",4,"interpolated",0,19.457,14.66,24.255,0.569,0.44,0.697
"25",4,"interpolated",0,19.457,14.66,24.255,0.569,0.44,0.697
"26",4,"interpolated",0,19.457,14.66,24.255,0.569,0.44,0.697
"27",5,"interpolated",0,22.476,16.68,28.272,0.599,0.469,0.728
"28",5,"interpolated",0,22.476,16.68,28.272,0.599,0.469,0.728
"29",5,"interpolated",0,22.476,16.68,28.272,0.599,0.469,0.728
"30",5,"interpolated",0,22.476,16.68,28.272,0.599,0.469,0.728
"31",5,"interpolated",0,22.476,16.68,28.272,0.599,0.469,0.728
"32",5,"interpolated",0,22.476,16.68,28.272,0.599,0.469,0.728
"33",5,"interpolated",0,22.476,16.68,28.272,0.599,0.469,0.728
"34",6,"interpolated",0,25.286,18.505,32.066,0.612,0.479,0.746
"35",6,"interpolated",0,25.286,18.505,32.066,0.612,0.479,0.746
"36",6,"interpolated",0,25.286,18.505,32.066,0.612,0.479,0.746
"37",6,"interpolated",0,25.286,18.505,32.066,0.612,0.479,0.746
"38",6,"interpolated",0,25.286,18.505,32.066,0.612,0.479,0.746
"39",6,"interpolated",0,25.286,18.505,32.066,0.612,0.479,0.746
"40",7,"observed",0,28,20.243,35.757,0.625,0.487,0.764
"41",1,"interpolated",1,7,5.373,8.627,0.272,0.151,0.394
"42",1,"interpolated",1,7,5.373,8.627,0.272,0.151,0.394
"43",1,"interpolated",1,7,5.373,8.627,0.272,0.151,0.394
"44",1,"interpolated",1,7,5.373,8.627,0.272,0.151,0.394
"45",1,"interpolated",1,7,5.373,8.627,0.272,0.151,0.394
"46",1,"interpolated",1,7,5.373,8.627,0.272,0.151,0.394
"47",1,"interpolated",1,7,5.373,8.627,0.272,0.151,0.394
"48",2,"interpolated",1,11.594,8.97,14.217,0.43,0.299,0.561
