"","t","method","order","qD","qD.LCL","qD.UCL","SC","SC.LCL","SC.UCL"
"1",1,"interpolated",0,12.429,10.291,14.566,0.276,0.196,0.356
"2",1,"interpolated",0,12.429,10.291,14.566,0.276,0.196,0.356
"3",1,"interpolated",0,12.429,10.291,14.566,0.276,0.196,0.356
"4",1,"interpolated",0,12.429,10.291,14.566,0.276,0.196,0.356
"5",1,"interpolated",0,12.429,10.291,14.566,0.276,0.196,0.356
"6",1,"interpolated",0,12.429,10.291,14.566,0.276,0.196,0.356
"7",1,"interpolated",0,12.429,10.291,14.566,0.276,0.196,0.356
"8",2,"interpolated",0,21.429,17.925,24.932,0.414,0.328,0.5
"9",2,"interpolated",0,21.429,17.925,24.932,0.414,0.328,0.5
"10",2,"interpolated",0,21.429,17.925,24.932,0.414,0.328,0.5
"11",2,"interpolated",0,21.429,17.925,24.932,0.414,0.328,0.5
"12",2,"interpolated",0,21.429,17.925,24.932,0.414,0.328,0.5
"13",2,"interpolated",0,21.429,17.925,24.932,0.414,0.328,0.5
"14",3,"interpolated",0,28.714,24.035,33.394,0.497,0.408,0.585
"15",3,"interpolated",0,28.714,24.035,33.394,0.497,0.408,0.585
"16",3,"interpolated",0,28.714,24.035,33.394,0.497,0.408,0.585
"17",3,"interpolated",0,28.714,24.035,33.394,0.497,0.408,0.585
"18",3,"interpolated",0,28.714,24.035,33.394,0.497,0.408,0.585
"19",3,"interpolated",0,28.714,24.035,33.394,0.497,0.408,0.585
"20",3,"interpolated",0,28.714,24.035,33.394,0.497,0.408,0.585
"21",4,"interpolated",0,34.971,29.231,40.712,0.557,0.467,0.647
"22",4,"interpolated",0,34.971,29.231,40.712,0.557,0.467,0.647
"23",4,"interpolated",0,34.971,29.231,40.712,0.557,0.467,0.647
"24",4,"interpolated",0,34.971,29.231,40.712,0.557,0.467,0.647
"25",4,"interpolated",0,34.971,29.231,40.712,0.557,0.467,0.647
"26",4,"interpolated",0,34.971,29.231,40.712,0.557,0.467,0.647
"27",5,"interpolated",0,40.476,33.748,47.204,0.602,0.508,0.695
"28",5,"interpolated",0,40.476,33.748,47.204,0.602,0.508,0.695
"29",5,"interpolated",0,40.476,33.748,47.204,0.602,0.508,0.695
"30",5,"interpolated",0,40.476,33.748,47.204,0.602,0.508,0.695
"31",5,"interpolated",0,40.476,33.748,47.204,0.602,0.508,0.695
"32",5,"interpolated",0,40.476,33.748,47.204,0.602,0.508,0.695
"33",5,"interpolated",0,40.476,33.748,47.204,0.602,0.508,0.695
"34",6,"interpolated",0,45.429,37.755,53.102,0.632,0.534,0.73
"35",6,"interpolated",0,45.429,37.755,53.102,0.632,0.534,0.73
"36",6,"interpolated",0,45.429,37.755,53.102,0.632,0.534,0.73
"37",6,"interpolated",0,45.429,37.755,53.102,0.632,0.534,0.73
"38",6,"interpolated",0,45.429,37.755,53.102,0.632,0.534,0.73
"39",6,"interpolated",0,45.429,37.755,53.102,0.632,0.534,0.73
"40",7,"observed",0,50,41.395,58.605,0.66,0.557,0.764
"41",1,"interpolated",1,12.429,10.3,14.557,0.276,0.195,0.356
"42",1,"interpolated",1,12.429,10.3,14.557,0.276,0.195,0.356
"43",1,"interpolated",1,12.429,10.3,14.557,0.276,0.195,0.356
"44",1,"interpolated",1,12.429,10.3,14.557,0.276,0.195,0.356
"45",1,"interpolated",1,12.429,10.3,14.557,0.276,0.195,0.356
"46",1,"interpolated",1,12.429,10.3,14.557,0.276,0.195,0.356
"47",1,"interpolated",1,12.429,10.3,14.557,0.276,0.195,0.356
"48",2,"interpolated",1,20.531,17.138,23.924,0.414,0.327,0.5
"49",2,"interpolated",1,20.531,17.138,23.924,0.414,0.327,0.5
"50",2,"interpolated",1,20.531,17.138,23.924,0.414,0.327,0.5
"51",2,"interpolated",1,20.531,17.138,23.924,0.414,0.327,0.5
"52",2,"interpolated",1,20.531,17.138,23.924,0.414,0.327,0.5
"53",2,"interpolated",1,20.531,17.138,23.924,0.414,0.327,0.5
"54",3,"interpolated",1,26.466,22.011,30.922,0.497,0.408,0.585
"55",3,"interpolated",1,26.466,22.011,30.922,0.497,0.408,0.585
