"","t","method","order","qD","qD.LCL","qD.UCL","SC","SC.LCL","SC.UCL"
"1",1,"interpolated",0,15.571,13.735,17.408,0.572,0.511,0.633
"2",1,"interpolated",0,15.571,13.735,17.408,0.572,0.511,0.633
"3",1,"interpolated",0,15.571,13.735,17.408,0.572,0.511,0.633
"4",1,"interpolated",0,15.571,13.735,17.408,0.572,0.511,0.633
"5",1,"interpolated",0,15.571,13.735,17.408,0.572,0.511,0.633
"6",1,"interpolated",0,15.571,13.735,17.408,0.572,0.511,0.633
"7",1,"interpolated",0,15.571,13.735,17.408,0.572,0.511,0.633
"8",2,"interpolated",0,22.238,19.629,24.847,0.711,0.657,0.765
"9",2,"interpolated",0,22.238,19.629,24.847,0.711,0.657,0.765
"10",2,"interpolated",0,22.238,19.629,24.847,0.711,0.657,0.765
"11",2,"interpolated",0,22.238,19.629,24.847,0.711,0.657,0.765
"12",2,"interpolated",0,22.238,19.629,24.847,0.711,0.657,0.765
"13",2,"interpolated",0,22.238,19.629,24.847,0.711,0.657,0.765
"14",3,"interpolated",0,26.743,23.55,29.935,0.78,0.73,0.83
"15",3,"interpolated",0,26.743,23.55,29.935,0.78,0.73,0.83
"16",3,"interpolated",0,26.743,23.55,29.935,0.78,0.73,0.83
"17",3,"interpolated",0,26.743,23.55,29.935,0.78,0.73,0.83
"18",3,"interpolated",0,26.743,23.55,29.935,0.78,0.73,0.83
"19",3,"interpolated",0,26.743,23.55,29.935,0.78,0.73,0.83
"20",3,"interpolated",0,26.743,23.55,29.935,0.78,0.73,0.83
"21",4,"interpolated",0,30.171,26.5,33.843,0.824,0.777,0.872
"22",4,"interpolated",0,30.171,26.5,33.843,0.824,0.777,0.872
"23",4,"interpolated",0,30.171,26.5,33.843,0.824,0.777,0.872
"24",4,"interpolated",0,30.171,26.5,33.843,0.824,0.777,0.872
"25",4,"interpolated",0,30.171,26.5,33.843,0.824,0.777,0.872
"26",4,"interpolated",0,30.171,26.5,33.843,0.824,0.777,0.872
"27",5,"interpolated",0,32.905,28.811,36.998,0.856,0.809,0.904
"28",5,"interpolated",0,32.905,28.811,36.998,0.856,0.809,0.904
"29",5,"interpolated",0,32.905,28.811,36.998,0.856,0.809,0.904
"30",5,"interpolated",0,32.905,28.811,36.998,0.856,0.809,0.904
"31",5,"interpolated",0,32.905,28.811,36.998,0.856,0.809,0.904
"32",5,"interpolated",0,32.905,28.811,36.998,0.856,0.809,0.904
"33",5,"interpolated",0,32.905,28.811,36.998,0.856,0.809,0.904
"34",6,"interpolated",0,35.143,30.652,39.634,0.881,0.831,0.93
"35",6,"interpolated",0,35.143,30.652,39.634,0.881,0.831,0.93
"36",6,"interpolated",0,35.143,30.652,39.634,0.881,0.831,0.93
"37",6,"interpolated",0,35.143,30.652,39.634,0.881,0.831,0.93
"38",6,"interpolated",0,35.143,30.652,39.634,0.881,0.831,0.93
"39",6,"interpolated",0,35.143,30.652,39.634,0.881,0.831,0.93
"40",7,"observed",0,37,32.106,41.894,0.901,0.85,0.953
"41",1,"interpolated",1,15.571,13.767,17.376,0.572,0.511,0.633
"42",1,"interpolated",1,15.571,13.767,17.376,0.572,0.511,0.633
"43",1,"interpolated",1,15.571,13.767,17.376,0.572,0.511,0.633
"44",1,"interpolated",1,15.571,13.767,17.376,0.572,0.511,0.633
"45",1,"interpolated",1,15.571,13.767,17.376,0.572,0.511,0.633
"46",1,"interpolated",1,15.571,13.767,17.376,0.572,0.511,0.633
"47",1,"interpolated",1,15.571,13.767,17.376,0.572,0.511,0.633
"48",2,"interpolated",1,20.951,18.54,23.363,0.711,0.657,0.764
"49",2,"interpolated",1,20.951,18.54,23.363,0.711,0.657,0.764
"50",2,"interpolated",1,20.951,18.54,23.363,0.711,0.657,0.764
"51",2,"interpolated",1,20.951,18.54,23.363,0.711,0.657,0.764
"52",2,"interpolated",1,20.951,18.54,23.363,0.711,0.657,0.764
"53",2,"interpolated",1,20.951,18.54,23.363,0.711,0.657,0.764
"54",3,"interpolated",1,23.947,21.12,26.775,0.78,0.73,0.829
"55",3,"interpolated",1,23.947,21.12,26.775,0.78,0.73,0.829
"56",3,"interpolated",1,23.947,21.12,26.775,0.78,0.73,0.829
"57",3,"interpolated",1,23.947,21.12,26.775,0.78,0.73,0.829
"58",3,"interpolated",1,23.947,21.12,26.775,0.78,0.73,0.829
"59",3,"interpolated",1,23.947,21.12,26.775,0.78,0.73,0.829
"60",3,"interpolated",1,23.947,21.12,26.775,0.78,0.73,0.829
"61",4,"interpolated",1,25.908,22.783,29.034,0.824,0.777,0.872
"62",4,"interpolated",1,25.908,22.783,29.034,0.824,0.777,0.872
"63",4,"interpolated",1,25.908,22.783,29.034,0.824,0.777,0.872
"64",4,"interpolated",1,25.908,22.783,29.034,0.824,0.777,0.872
"65",4,"interpolated",1,25.908,22.783,29.034,0.824,0.777,0.872
"66",4,"interpolated",1,25.908,22.783,29.034,0.824,0.777,0.872
"67",5,"interpolated",1,27.302,23.954,30.651,0.856,0.809,0.904
"68",5,"interpolated",1,27.302,23.954,30.651,0.856,0.809,0.904
"69",5,"interpolated",1,27.302,23.954,30.651,0.856,0.809,0.904
"70",5,"interpolated",1,27.302,23.954,30.651,0.856,0.809,0.904
"71",5,"interpolated",1,27.302,23.954,30.651,0.856,0.809,0.904
"72",5,"interpolated",1,27.302,23.954,30.651,0.856,0.809,0.904
"73",5,"interpolated",1,27.302,23.954,30.651,0.856,0.809,0.904
"74",6,"interpolated",1,28.346,24.824,31.868,0.881,0.831,0.931
"75",6,"interpolated",1,28.346,24.824,31.868,0.881,0.831,0.931
"76",6,"interpolated",1,28.346,24.824,31.868,0.881,0.831,0.931
"77",6,"interpolated",1,28.346,24.824,31.868,0.881,0.831,0.931
"78",6,"interpolated",1,28.346,24.824,31.868,0.881,0.831,0.931
"79",6,"interpolated",1,28.346,24.824,31.868,0.881,0.831,0.931
"80",7,"observed",1,29.155,25.494,32.816,0.901,0.849,0.953
"81",1,"interpolated",2,15.571,13.77,17.373,0.572,0.512,0.632
"82",1,"interpolated",2,15.571,13.77,17.373,0.572,0.512,0.632
"83",1,"interpolated",2,15.571,13.77,17.373,0.572,0.512,0.632
"84",1,"interpolated",2,15.571,13.77,17.373,0.572,0.512,0.632
"85",1,"interpolated",2,15.571,13.77,17.373,0.572,0.512,0.632
"86",1,"interpolated",2,15.571,13.77,17.373,0.572,0.512,0.632
"87",1,"interpolated",2,15.571,13.77,17.373,0.572,0.512,0.632
"88",2,"interpolated",2,19.813,17.546,22.079,0.711,0.657,0.764
"89",2,"interpolated",2,19.813,17.546,22.079,0.711,0.657,0.764
"90",2,"interpolated",2,19.813,17.546,22.079,0.711,0.657,0.764
"91",2,"interpolated",2,19.813,17.546,22.079,0.711,0.657,0.764
"92",2,"interpolated",2,19.813,17.546,22.079,0.711,0.657,0.764
"93",2,"interpolated",2,19.813,17.546,22.079,0.711,0.657,0.764
"94",3,"interpolated",2,21.791,19.236,24.346,0.78,0.73,0.829
"95",3,"interpolated",2,21.791,19.236,24.346,0.78,0.73,0.829
"96",3,"interpolated",2,21.791,19.236,24.346,0.78,0.73,0.829
"97",3,"interpolated",2,21.791,19.236,24.346,0.78,0.73,0.829
"98",3,"interpolated",2,21.791,19.236,24.346,0.78,0.73,0.829
"99",3,"interpolated",2,21.791,19.236,24.346,0.78,0.73,0.829
"100",3,"interpolated",2,21.791,19.236,24.346,0.78,0.73,0.829
"101",4,"interpolated",2,22.936,20.191,25.682,0.824,0.776,0.873
"102",4,"interpolated",2,22.936,20.191,25.682,0.824,0.776,0.873
"103",4,"interpolated",2,22.936,20.191,25.682,0.824,0.776,0.873
"104",4,"interpolated",2,22.936,20.191,25.682,0.824,0.776,0.873
"105",4,"interpolated",2,22.936,20.191,25.682,0.824,0.776,0.873
"106",4,"interpolated",2,22.936,20.191,25.682,0.824,0.776,0.873
"107",5,"interpolated",2,23.683,20.805,26.561,0.856,0.807,0.905
"108",5,"interpolated",2,23.683,20.805,26.561,0.856,0.807,0.905
"109",5,"interpolated",2,23.683,20.805,26.561,0.856,0.807,0.905
"110",5,"interpolated",2,23.683,20.805,26.561,0.856,0.807,0.905
"111",5,"interpolated",2,23.683,20.805,26.561,0.856,0.807,0.905
"112",5,"interpolated",2,23.683,20.805,26.561,0.856,0.807,0.905
"113",5,"interpolated",2,23.683,20.805,26.561,0.856,0.807,0.905
"114",6,"interpolated",2,24.209,21.232,27.185,0.881,0.83,0.932
"115",6,"interpolated",2,24.209,21.232,27.185,0.881,0.83,0.932
"116",6,"interpolated",2,24.209,21.232,27.185,0.881,0.83,0.932
"117",6,"interpolated",2,24.209,21.232,27.185,0.881,0.83,0.932
"118",6,"interpolated",2,24.209,21.232,27.185,0.881,0.83,0.932
"119",6,"interpolated",2,24.209,21.232,27.185,0.881,0.83,0.932
"120",7,"observed",2,24.598,21.547,27.649,0.901,0.848,0.954
