"","t","method","order","qD","qD.LCL","qD.UCL","SC","SC.LCL","SC.UCL"
"1",1,"interpolated",0,26,24.059,27.941,0.324,0.289,0.358
"2",1,"interpolated",0,26,24.059,27.941,0.324,0.289,0.358
"3",1,"interpolated",0,26,24.059,27.941,0.324,0.289,0.358
"4",1,"interpolated",0,26,24.059,27.941,0.324,0.289,0.358
"5",1,"interpolated",0,26,24.059,27.941,0.324,0.289,0.358
"6",2,"interpolated",0,43.588,40.579,46.598,0.489,0.453,0.525
"7",2,"interpolated",0,43.588,40.579,46.598,0.489,0.453,0.525
"8",2,"interpolated",0,43.588,40.579,46.598,0.489,0.453,0.525
"9",2,"interpolated",0,43.588,40.579,46.598,0.489,0.453,0.525
"10",3,"interpolated",0,56.874,53.01,60.737,0.586,0.552,0.62
"11",3,"interpolated",0,56.874,53.01,60.737,0.586,0.552,0.62
"12",3,"interpolated",0,56.874,53.01,60.737,0.586,0.552,0.62
"13",3,"interpolated",0,56.874,53.01,60.737,0.586,0.552,0.62
"14",4,"interpolated",0,67.631,63.03,72.231,0.65,0.618,0.682
"15",4,"interpolated",0,67.631,63.03,72.231,0.65,0.618,0.682
"16",4,"interpolated",0,67.631,63.03,72.231,0.65,0.618,0.682
"17",4,"interpolated",0,67.631,63.03,72.231,0.65,0.618,0.682
"18",4,"interpolated",0,67.631,63.03,72.231,0.65,0.618,0.682
"19",5,"interpolated",0,76.729,71.473,81.985,0.695,0.665,0.725
"20",5,"interpolated",0,76.729,71.473,81.985,0.695,0.665,0.725
"21",5,"interpolated",0,76.729,71.473,81.985,0.695,0.665,0.725
"22",5,"interpolated",0,76.729,71.473,81.985,0.695,0.665,0.725
"23",6,"interpolated",0,84.647,78.797,90.498,0.73,0.701,0.758
"24",6,"interpolated",0,84.647,78.797,90.498,0.73,0.701,0.758
"25",6,"interpolated",0,84.647,78.797,90.498,0.73,0.701,0.758
"26",6,"interpolated",0,84.647,78.797,90.498,0.73,0.701,0.758
"27",7,"interpolated",0,91.676,85.281,98.071,0.757,0.729,0.784
"28",7,"interpolated",0,91.676,85.281,98.071,0.757,0.729,0.784
"29",7,"interpolated",0,91.676,85.281,98.071,0.757,0.729,0.784
"30",7,"interpolated",0,91.676,85.281,98.071,0.757,0.729,0.784
"31",7,"interpolated",0,91.676,85.281,98.071,0.757,0.729,0.784
"32",8,"interpolated",0,98.003,91.102,104.903,0.779,0.752,0.805
"33",8,"interpolated",0,98.003,91.102,104.903,0.779,0.752,0.805
"34",8,"interpolated",0,98.003,91.102,104.903,0.779,0.752,0.805
"35",8,"interpolated",0,98.003,91.102,104.903,0.779,0.752,0.805
"36",9,"interpolated",0,103.758,96.383,111.132,0.797,0.771,0.823
"37",9,"interpolated",0,103.758,96.383,111.132,0.797,0.771,0.823
"38",9,"interpolated",0,103.758,96.383,111.132,0.797,0.771,0.823
"39",9,"interpolated",0,103.758,96.383,111.132,0.797,0.771,0.823
"40",10,"interpolated",0,109.034,101.21,116.857,0.813,0.787,0.839
"41",1,"interpolated",1,26,24.022,27.978,0.324,0.289,0.358
"42",1,"interpolated",1,26,24.022,27.978,0.324,0.289,0.358
"43",1,"interpolated",1,26,24.022,27.978,0.324,0.289,0.358
"44",1,"interpolated",1,26,24.022,27.978,0.324,0.289,0.358
"45",1,"interpolated",1,26,24.022,27.978,0.324,0.289,0.358
"46",2,"interpolated",1,41.554,38.654,44.454,0.489,0.453,0.525
"47",2,"interpolated",1,41.554,38.654,44.454,0.489,0.453,0.525
"48",2,"interpolated",1,41.554,38.654,44.454,0.489,0.453,0.525
"49",2,"interpolated",1,41.554,38.654,44.454,0.489,0.453,0.525
"50",3,"interpolated",1,52.126,48.513,55.739,0.586,0.552,0.621
"51",3,"interpolated",1,52.126,48.513,55.739,0.586,0.552,0.621
"52",3,"interpolated",1,52.126,48.513,55.739,0.586,0.552,0.621
"53",3,"interpolated",1,52.126,48.513,55.739,0.586,0.552,0.621
"54",4,"interpolated",1,59.905,55.696,64.115,0.65,0.618,0.682
"55",4,"interpolated",1,59.905,55.696,64.115,0.65,0.618,0.682
"56",4,"interpolated",1,59.905,55.696,64.115,0.65,0.618,0.682
"57",4,"interpolated",1,59.905,55.696,64.115,0.65,0.618,0.682
"58",4,"interpolated",1,59.905,55.696,64.115,0.65,0.618,0.682
"59",5,"interpolated",1,65.937,61.222,70.652,0.695,0.665,0.726
"60",5,"interpolated",1,65.937,61.222,70.652,0.695,0.665,0.726
