"","t","method","order","qD","qD.LCL","qD.UCL","SC","SC.LCL","SC.UCL"
"1",1,"interpolated",0,14,11.966,16.034,0.467,0.391,0.542
"2",1,"interpolated",0,14,11.966,16.034,0.467,0.391,0.542
"3",1,"interpolated",0,14,11.966,16.034,0.467,0.391,0.542
"4",1,"interpolated",0,14,11.966,16.034,0.467,0.391,0.542
"5",1,"interpolated",0,14,11.966,16.034,0.467,0.391,0.542
"6",2,"interpolated",0,21.467,18.665,24.269,0.644,0.573,0.715
"7",2,"interpolated",0,21.467,18.665,24.269,0.644,0.573,0.715
"8",2,"interpolated",0,21.467,18.665,24.269,0.644,0.573,0.715
"9",2,"interpolated",0,21.467,18.665,24.269,0.644,0.573,0.715
"10",3,"interpolated",0,26.45,23.118,29.782,0.742,0.675,0.808
"11",3,"interpolated",0,26.45,23.118,29.782,0.742,0.675,0.808
"12",3,"interpolated",0,26.45,23.118,29.782,0.742,0.675,0.808
"13",3,"interpolated",0,26.45,23.118,29.782,0.742,0.675,0.808
"14",3,"interpolated",0,26.45,23.118,29.782,0.742,0.675,0.808
"15",4,"interpolated",0,30.067,26.298,33.835,0.802,0.738,0.867
"16",4,"interpolated",0,30.067,26.298,33.835,0.802,0.738,0.867
"17",4,"interpolated",0,30.067,26.298,33.835,0.802,0.738,0.867
"18",4,"interpolated",0,30.067,26.298,33.835,0.802,0.738,0.867
"19",5,"interpolated",0,32.833,28.655,37.012,0.845,0.778,0.912
"20",6,"observed",0,35,30.391,39.609,0.879,0.811,0.947
"21",7,"extrapolated",0,36.697,31.605,41.789,0.905,0.838,0.972
"22",7,"extrapolated",0,36.697,31.605,41.789,0.905,0.838,0.972
"23",7,"extrapolated",0,36.697,31.605,41.789,0.905,0.838,0.972
"24",7,"extrapolated",0,36.697,31.605,41.789,0.905,0.838,0.972
"25",7,"extrapolated",0,36.697,31.605,41.789,0.905,0.838,0.972
"26",7,"extrapolated",0,36.697,31.605,41.789,0.905,0.838,0.972
"27",7,"extrapolated",0,36.697,31.605,41.789,0.905,0.838,0.972
"28",7,"extrapolated",0,36.697,31.605,41.789,0.905,0.838,0.972
"29",7,"extrapolated",0,36.697,31.605,41.789,0.905,0.838,0.972
"30",7,"extrapolated",0,36.697,31.605,41.789,0.905,0.838,0.972
"31",7,"extrapolated",0,36.697,31.605,41.789,0.905,0.838,0.972
"32",7,"extrapolated",0,36.697,31.605,41.789,0.905,0.838,0.972
"33",7,"extrapolated",0,36.697,31.605,41.789,0.905,0.838,0.972
"34",7,"extrapolated",0,36.697,31.605,41.789,0.905,0.838,0.972
"35",7,"extrapolated",0,36.697,31.605,41.789,0.905,0.838,0.972
"36",7,"extrapolated",0,36.697,31.605,41.789,0.905,0.838,0.972
"37",7,"extrapolated",0,36.697,31.605,41.789,0.905,0.838,0.972
"38",7,"extrapolated",0,36.697,31.605,41.789,0.905,0.838,0.972
"39",7,"extrapolated",0,36.697,31.605,41.789,0.905,0.838,0.972
"40",7,"extrapolated",0,36.697,31.605,41.789,0.905,0.838,0.972
"41",1,"interpolated",1,14,11.961,16.039,0.467,0.389,0.544
"42",1,"interpolated",1,14,11.961,16.039,0.467,0.389,0.544
"43",1,"interpolated",1,14,11.961,16.039,0.467,0.389,0.544
"44",1,"interpolated",1,14,11.961,16.039,0.467,0.389,0.544
"45",1,"interpolated",1,14,11.961,16.039,0.467,0.389,0.544
"46",2,"interpolated",1,20.262,17.612,22.912,0.644,0.571,0.717
"47",2,"interpolated",1,20.262,17.612,22.912,0.644,0.571,0.717
"48",2,"interpolated",1,20.262,17.612,22.912,0.644,0.571,0.717
"49",2,"interpolated",1,20.262,17.612,22.912,0.644,0.571,0.717
"50",3,"interpolated",1,23.902,20.834,26.97,0.742,0.673,0.81
"51",3,"interpolated",1,23.902,20.834,26.97,0.742,0.673,0.81
"52",3,"interpolated",1,23.902,20.834,26.97,0.742,0.673,0.81
"53",3,"interpolated",1,23.902,20.834,26.97,0.742,0.673,0.81
"54",3,"interpolated",1,23.902,20.834,26.97,0.742,0.673,0.81
"55",4,"interpolated",1,26.285,22.91,29.661,0.802,0.736,0.868
"56",4,"interpolated",1,26.285,22.91,29.661,0.802,0.736,0.868
"57",4,"interpolated",1,26.285,22.91,29.661,0.802,0.736,0.868
"58",4,"interpolated",1,26.285,22.91,29.661,0.802,0.736,0.868
"59",5,"interpolated",1,27.966,24.355,31.578,0.845,0.778,0.913
"60",6,"observed",1,29.209,25.41,33.008,0.879,0.811,0.947
"61",7,"extrapolated",1,30.128,26.179,34.077,0.905,0.838,0.972
"62",7,"extrapolated",1,30.128,26.179,34.077,0.905,0.838,0.972
"63",7,"extrapolated",1,30.128,26.179,34.077,0.905,0.838,0.972
"64",7,"extrapolated",1,30.128,26.179,34.077,0.905,0.838,0.972
"65",7,"extrapolated",1,30.128,26.179,34.077,0.905,0.838,0.972
"66",7,"extrapolated",1,30.128,26.179,34.077,0.905,0.838,0.972
"67",7,"extrapolated",1,30.128,26.179,34.077,0.905,0.838,0.972
"68",7,"extrapolated",1,30.128,26.179,34.077,0.905,0.838,0.972
"69",7,"extrapolated",1,30.128,26.179,34.077,0.905,0.838,0.972
"70",7,"extrapolated",1,30.128,26.179,34.077,0.905,0.838,0.972
"71",7,"extrapolated",1,30.128,26.179,34.077,0.905,0.838,0.972
"72",7,"extrapolated",1,30.128,26.179,34.077,0.905,0.838,0.972
"73",7,"extrapolated",1,30.128,26.179,34.077,0.905,0.838,0.972
"74",7,"extrapolated",1,30.128,26.179,34.077,0.905,0.838,0.972
"75",7,"extrapolated",1,30.128,26.179,34.077,0.905,0.838,0.972
"76",7,"extrapolated",1,30.128,26.179,34.077,0.905,0.838,0.972
"77",7,"extrapolated",1,30.128,26.179,34.077,0.905,0.838,0.972
"78",7,"extrapolated",1,30.128,26.179,34.077,0.905,0.838,0.972
"79",7,"extrapolated",1,30.128,26.179,34.077,0.905,0.838,0.972
"80",7,"extrapolated",1,30.128,26.179,34.077,0.905,0.838,0.972
"81",1,"interpolated",2,14,11.959,16.041,0.467,0.391,0.543
"82",1,"interpolated",2,14,11.959,16.041,0.467,0.391,0.543
"83",1,"interpolated",2,14,11.959,16.041,0.467,0.391,0.543
"84",1,"interpolated",2,14,11.959,16.041,0.467,0.391,0.543
"85",1,"interpolated",2,14,11.959,16.041,0.467,0.391,0.543
"86",2,"interpolated",2,19.091,16.583,21.598,0.644,0.573,0.715
"87",2,"interpolated",2,19.091,16.583,21.598,0.644,0.573,0.715
"88",2,"interpolated",2,19.091,16.583,21.598,0.644,0.573,0.715
"89",2,"interpolated",2,19.091,16.583,21.598,0.644,0.573,0.715
