"","t","method","order","qD","qD.LCL","qD.UCL","SC","SC.LCL","SC.UCL"
"1",1,"interpolated",0,15.227,13.96,16.495,0.385,0.343,0.427
"2",1,"interpolated",0,15.227,13.96,16.495,0.385,0.343,0.427
"3",1,"interpolated",0,15.227,13.96,16.495,0.385,0.343,0.427
"4",1,"interpolated",0,15.227,13.96,16.495,0.385,0.343,0.427
"5",1,"interpolated",0,15.227,13.96,16.495,0.385,0.343,0.427
"6",2,"interpolated",0,24.589,22.715,26.462,0.564,0.523,0.605
"7",2,"interpolated",0,24.589,22.715,26.462,0.564,0.523,0.605
"8",2,"interpolated",0,24.589,22.715,26.462,0.564,0.523,0.605
"9",2,"interpolated",0,24.589,22.715,26.462,0.564,0.523,0.605
"10",3,"interpolated",0,31.228,28.859,33.597,0.659,0.622,0.697
"11",3,"interpolated",0,31.228,28.859,33.597,0.659,0.622,0.697
"12",3,"interpolated",0,31.228,28.859,33.597,0.659,0.622,0.697
"13",3,"interpolated",0,31.228,28.859,33.597,0.659,0.622,0.697
"14",4,"interpolated",0,36.414,33.599,39.23,0.717,0.683,0.752
"15",4,"interpolated",0,36.414,33.599,39.23,0.717,0.683,0.752
"16",4,"interpolated",0,36.414,33.599,39.23,0.717,0.683,0.752
"17",4,"interpolated",0,36.414,33.599,39.23,0.717,0.683,0.752
"18",4,"interpolated",0,36.414,33.599,39.23,0.717,0.683,0.752
"19",5,"interpolated",0,40.72,37.495,43.945,0.756,0.724,0.788
"20",5,"interpolated",0,40.72,37.495,43.945,0.756,0.724,0.788
"21",5,"interpolated",0,40.72,37.495,43.945,0.756,0.724,0.788
"22",5,"interpolated",0,40.72,37.495,43.945,0.756,0.724,0.788
"23",6,"interpolated",0,44.438,40.833,48.042,0.784,0.754,0.813
"24",6,"interpolated",0,44.438,40.833,48.042,0.784,0.754,0.813
"25",6,"interpolated",0,44.438,40.833,48.042,0.784,0.754,0.813
"26",6,"interpolated",0,44.438,40.833,48.042,0.784,0.754,0.813
"27",7,"interpolated",0,47.733,43.775,51.692,0.805,0.776,0.833
"28",7,"interpolated",0,47.733,43.775,51.692,0.805,0.776,0.833
"29",7,"interpolated",0,47.733,43.775,51.692,0.805,0.776,0.833
"30",7,"interpolated",0,47.733,43.775,51.692,0.805,0.776,0.833
"31",7,"interpolated",0,47.733,43.775,51.692,0.805,0.776,0.833
"32",8,"interpolated",0,50.71,46.421,54.999,0.821,0.794,0.848
"33",8,"interpolated",0,50.71,46.421,54.999,0.821,0.794,0.848
"34",8,"interpolated",0,50.71,46.421,54.999,0.821,0.794,0.848
"35",8,"interpolated",0,50.71,46.421,54.999,0.821,0.794,0.848
"36",9,"interpolated",0,53.434,48.835,58.034,0.835,0.809,0.86
"37",9,"interpolated",0,53.434,48.835,58.034,0.835,0.809,0.86
"38",9,"interpolated",0,53.434,48.835,58.034,0.835,0.809,0.86
"39",9,"interpolated",0,53.434,48.835,58.034,0.835,0.809,0.86
"40",10,"interpolated",0,55.951,51.059,60.844,0.846,0.821,0.871
"41",1,"interpolated",1,15.227,13.987,16.467,0.385,0.344,0.426
"42",1,"interpolated",1,15.227,13.987,16.467,0.385,0.344,0.426
"43",1,"interpolated",1,15.227,13.987,16.467,0.385,0.344,0.426
"44",1,"interpolated",1,15.227,13.987,16.467,0.385,0.344,0.426
"45",1,"interpolated",1,15.227,13.987,16.467,0.385,0.344,0.426
"46",2,"interpolated",1,23.318,21.577,25.059,0.564,0.524,0.604
"47",2,"interpolated",1,23.318,21.577,25.059,0.564,0.524,0.604
