"","t","method","order","qD","qD.LCL","qD.UCL","SC","SC.LCL","SC.UCL"
"1",1,"interpolated",0,16.286,14.097,18.475,0.409,0.342,0.476
"2",1,"interpolated",0,16.286,14.097,18.475,0.409,0.342,0.476
"3",1,"interpolated",0,16.286,14.097,18.475,0.409,0.342,0.476
"4",1,"interpolated",0,16.286,14.097,18.475,0.409,0.342,0.476
"5",1,"interpolated",0,16.286,14.097,18.475,0.409,0.342,0.476
"6",1,"interpolated",0,16.286,14.097,18.475,0.409,0.342,0.476
"7",1,"interpolated",0,16.286,14.097,18.475,0.409,0.342,0.476
"8",2,"interpolated",0,25.905,22.668,29.142,0.577,0.507,0.646
"9",2,"interpolated",0,25.905,22.668,29.142,0.577,0.507,0.646
"10",2,"interpolated",0,25.905,22.668,29.142,0.577,0.507,0.646
"11",2,"interpolated",0,25.905,22.668,29.142,0.577,0.507,0.646
"12",2,"interpolated",0,25.905,22.668,29.142,0.577,0.507,0.646
"13",2,"interpolated",0,25.905,22.668,29.142,0.577,0.507,0.646
"14",3,"interpolated",0,32.8,28.75,36.85,0.677,0.611,0.743
"15",3,"interpolated",0,32.8,28.75,36.85,0.677,0.611,0.743
"16",3,"interpolated",0,32.8,28.75,36.85,0.677,0.611,0.743
"17",3,"interpolated",0,32.8,28.75,36.85,0.677,0.611,0.743
"18",3,"interpolated",0,32.8,28.75,36.85,0.677,0.611,0.743
"19",3,"interpolated",0,32.8,28.75,36.85,0.677,0.611,0.743
"20",3,"interpolated",0,32.8,28.75,36.85,0.677,0.611,0.743
"21",4,"interpolated",0,38.057,33.3,42.814,0.74,0.677,0.804
"22",4,"interpolated",0,38.057,33.3,42.814,0.74,0.677,0.804
"23",4,"interpolated",0,38.057,33.3,42.814,0.74,0.677,0.804
"24",4,"interpolated",0,38.057,33.3,42.814,0.74,0.677,0.804
"25",4,"interpolated",0,38.057,33.3,42.814,0.74,0.677,0.804
"26",4,"interpolated",0,38.057,33.3,42.814,0.74,0.677,0.804
"27",5,"interpolated",0,42.286,36.882,47.689,0.781,0.717,0.844
"28",5,"interpolated",0,42.286,36.882,47.689,0.781,0.717,0.844
"29",5,"interpolated",0,42.286,36.882,47.689,0.781,0.717,0.844
"30",5,"interpolated",0,42.286,36.882,47.689,0.781,0.717,0.844
"31",5,"interpolated",0,42.286,36.882,47.689,0.781,0.717,0.844
"32",5,"interpolated",0,42.286,36.882,47.689,0.781,0.717,0.844
"33",5,"interpolated",0,42.286,36.882,47.689,0.781,0.717,0.844
"34",6,"interpolated",0,45.857,39.835,51.879,0.807,0.742,0.872
"35",6,"interpolated",0,45.857,39.835,51.879,0.807,0.742,0.872
"36",6,"interpolated",0,45.857,39.835,51.879,0.807,0.742,0.872
"37",6,"interpolated",0,45.857,39.835,51.879,0.807,0.742,0.872
"38",6,"interpolated",0,45.857,39.835,51.879,0.807,0.742,0.872
"39",6,"interpolated",0,45.857,39.835,51.879,0.807,0.742,0.872
