"","t","method","order","qD","qD.LCL","qD.UCL","SC","SC.LCL","SC.UCL"
"1",1,"interpolated",0,12.714,10.783,14.646,0.408,0.335,0.482
"2",1,"interpolated",0,12.714,10.783,14.646,0.408,0.335,0.482
"3",1,"interpolated",0,12.714,10.783,14.646,0.408,0.335,0.482
"4",1,"interpolated",0,12.714,10.783,14.646,0.408,0.335,0.482
"5",1,"interpolated",0,12.714,10.783,14.646,0.408,0.335,0.482
"6",1,"interpolated",0,12.714,10.783,14.646,0.408,0.335,0.482
"7",1,"interpolated",0,12.714,10.783,14.646,0.408,0.335,0.482
"8",2,"interpolated",0,20.238,17.266,23.21,0.551,0.478,0.625
"9",2,"interpolated",0,20.238,17.266,23.21,0.551,0.478,0.625
"10",2,"interpolated",0,20.238,17.266,23.21,0.551,0.478,0.625
"11",2,"interpolated",0,20.238,17.266,23.21,0.551,0.478,0.625
"12",2,"interpolated",0,20.238,17.266,23.21,0.551,0.478,0.625
"13",2,"interpolated",0,20.238,17.266,23.21,0.551,0.478,0.625
"14",3,"interpolated",0,25.943,22.154,29.732,0.634,0.562,0.705
"15",3,"interpolated",0,25.943,22.154,29.732,0.634,0.562,0.705
"16",3,"interpolated",0,25.943,22.154,29.732,0.634,0.562,0.705
"17",3,"interpolated",0,25.943,22.154,29.732,0.634,0.562,0.705
"18",3,"interpolated",0,25.943,22.154,29.732,0.634,0.562,0.705
"19",3,"interpolated",0,25.943,22.154,29.732,0.634,0.562,0.705
"20",3,"interpolated",0,25.943,22.154,29.732,0.634,0.562,0.705
"21",4,"interpolated",0,30.6,26.125,35.075,0.688,0.616,0.76
"22",4,"interpolated",0,30.6,26.125,35.075,0.688,0.616,0.76
"23",4,"interpolated",0,30.6,26.125,35.075,0.688,0.616,0.76
"24",4,"interpolated",0,30.6,26.125,35.075,0.688,0.616,0.76
"25",4,"interpolated",0,30.6,26.125,35.075,0.688,0.616,0.76
"26",4,"interpolated",0,30.6,26.125,35.075,0.688,0.616,0.76
"27",5,"interpolated",0,34.571,29.484,39.659,0.73,0.656,0.805
"28",5,"interpolated",0,34.571,29.484,39.659,0.73,0.656,0.805
"29",5,"interpolated",0,34.571,29.484,39.659,0.73,0.656,0.805
"30",5,"interpolated",0,34.571,29.484,39.659,0.73,0.656,0.805
"31",5,"interpolated",0,34.571,29.484,39.659,0.73,0.656,0.805
"32",5,"interpolated",0,34.571,29.484,39.659,0.73,0.656,0.805
