"","t","method","order","qD","qD.LCL","qD.UCL","SC","SC.LCL","SC.UCL"
"1",1,"interpolated",0,16.6,14.058,19.142,0.422,0.34,0.504
"2",1,"interpolated",0,16.6,14.058,19.142,0.422,0.34,0.504
"3",1,"interpolated",0,16.6,14.058,19.142,0.422,0.34,0.504
"4",1,"interpolated",0,16.6,14.058,19.142,0.422,0.34,0.504
"5",1,"interpolated",0,16.6,14.058,19.142,0.422,0.34,0.504
"6",1,"interpolated",0,16.6,14.058,19.142,0.422,0.34,0.504
"7",2,"interpolated",0,26.2,22.284,30.116,0.578,0.498,0.658
"8",2,"interpolated",0,26.2,22.284,30.116,0.578,0.498,0.658
"9",2,"interpolated",0,26.2,22.284,30.116,0.578,0.498,0.658
"10",2,"interpolated",0,26.2,22.284,30.116,0.578,0.498,0.658
"11",2,"interpolated",0,26.2,22.284,30.116,0.578,0.498,0.658
"12",2,"interpolated",0,26.2,22.284,30.116,0.578,0.498,0.658
"13",3,"interpolated",0,33.2,28.126,38.274,0.651,0.569,0.733
"14",3,"interpolated",0,33.2,28.126,38.274,0.651,0.569,0.733
"15",3,"interpolated",0,33.2,28.126,38.274,0.651,0.569,0.733
"16",3,"interpolated",0,33.2,28.126,38.274,0.651,0.569,0.733
"17",3,"interpolated",0,33.2,28.126,38.274,0.651,0.569,0.733
"18",3,"interpolated",0,33.2,28.126,38.274,0.651,0.569,0.733
"19",4,"interpolated",0,39,32.882,45.118,0.699,0.611,0.787
"20",5,"observed",0,44,36.866,51.134,0.74,0.645,0.835
"21",6,"extrapolated",0,48.31,40.123,56.498,0.776,0.677,0.875
"22",6,"extrapolated",0,48.31,40.123,56.498,0.776,0.677,0.875
"23",6,"extrapolated",0,48.31,40.123,56.498,0.776,0.677,0.875
"24",6,"extrapolated",0,48.31,40.123,56.498,0.776,0.677,0.875
"25",6,"extrapolated",0,48.31,40.123,56.498,0.776,0.677,0.875
"26",6,"extrapolated",0,48.31,40.123,56.498,0.776,0.677,0.875
"27",6,"extrapolated",0,48.31,40.123,56.498,0.776,0.677,0.875
"28",6,"extrapolated",0,48.31,40.123,56.498,0.776,0.677,0.875
"29",6,"extrapolated",0,48.31,40.123,56.498,0.776,0.677,0.875
"30",6,"extrapolated",0,48.31,40.123,56.498,0.776,0.677,0.875
"31",6,"extrapolated",0,48.31,40.123,56.498,0.776,0.677,0.875
"32",6,"extrapolated",0,48.31,40.123,56.498,0.776,0.677,0.875
"33",6,"extrapolated",0,48.31,40.123,56.498,0.776,0.677,0.875
"34",6,"extrapolated",0,48.31,40.123,56.498,0.776,0.677,0.875
"35",6,"extrapolated",0,48.31,40.123,56.498,0.776,0.677,0.875
"36",6,"extrapolated",0,48.31,40.123,56.498,0.776,0.677,0.875
"37",6,"extrapolated",0,48.31,40.123,56.498,0.776,0.677,0.875
"38",6,"extrapolated",0,48.31,40.123,56.498,0.776,0.677,0.875
"39",6,"extrapolated",0,48.31,40.123,56.498,0.776,0.677,0.875
"40",7,"extrapolated",0,52.026,42.722,61.331,0.807,0.707,0.907
"41",1,"interpolated",1,16.6,14.066,19.134,0.422,0.338,0.505
"42",1,"interpolated",1,16.6,14.066,19.134,0.422,0.338,0.505
"43",1,"interpolated",1,16.6,14.066,19.134,0.422,0.338,0.505
"44",1,"interpolated",1,16.6,14.066,19.134,0.422,0.338,0.505
"45",1,"interpolated",1,16.6,14.066,19.134,0.422,0.338,0.505
"46",1,"interpolated",1,16.6,14.066,19.134,0.422,0.338,0.505
"47",2,"interpolated",1,24.786,21.07,28.501,0.578,0.497,0.66
"48",2,"interpolated",1,24.786,21.07,28.501,0.578,0.497,0.66
"49",2,"interpolated",1,24.786,21.07,28.501,0.578,0.497,0.66
"50",2,"interpolated",1,24.786,21.07,28.501,0.578,0.497,0.66
"51",2,"interpolated",1,24.786,21.07,28.501,0.578,0.497,0.66
"52",2,"interpolated",1,24.786,21.07,28.501,0.578,0.497,0.66
"53",3,"interpolated",1,29.955,25.309,34.601,0.651,0.568,0.733
"54",3,"interpolated",1,29.955,25.309,34.601,0.651,0.568,0.733
"55",3,"interpolated",1,29.955,25.309,34.601,0.651,0.568,0.733
"56",3,"interpolated",1,29.955,25.309,34.601,0.651,0.568,0.733
"57",3,"interpolated",1,29.955,25.309,34.601,0.651,0.568,0.733
"58",3,"interpolated",1,29.955,25.309,34.601,0.651,0.568,0.733
"59",4,"interpolated",1,33.679,28.291,39.067,0.699,0.61,0.788
"60",5,"observed",1,36.541,30.544,42.538,0.74,0.645,0.836
"61",6,"extrapolated",1,38.74,32.241,45.239,0.776,0.677,0.875
"62",6,"extrapolated",1,38.74,32.241,45.239,0.776,0.677,0.875
"63",6,"extrapolated",1,38.74,32.241,45.239,0.776,0.677,0.875
"64",6,"extrapolated",1,38.74,32.241,45.239,0.776,0.677,0.875
"65",6,"extrapolated",1,38.74,32.241,45.239,0.776,0.677,0.875
"66",6,"extrapolated",1,38.74,32.241,45.239,0.776,0.677,0.875
"67",6,"extrapolated",1,38.74,32.241,45.239,0.776,0.677,0.875
"68",6,"extrapolated",1,38.74,32.241,45.239,0.776,0.677,0.875
"69",6,"extrapolated",1,38.74,32.241,45.239,0.776,0.677,0.875
"70",6,"extrapolated",1,38.74,32.241,45.239,0.776,0.677,0.875
"71",6,"extrapolated",1,38.74,32.241,45.239,0.776,0.677,0.875
"72",6,"extrapolated",1,38.74,32.241,45.239,0.776,0.677,0.875
"73",6,"extrapolated",1,38.74,32.241,45.239,0.776,0.677,0.875
"74",6,"extrapolated",1,38.74,32.241,45.239,0.776,0.677,0.875
"75",6,"extrapolated",1,38.74,32.241,45.239,0.776,0.677,0.875
"76",6,"extrapolated",1,38.74,32.241,45.239,0.776,0.677,0.875
"77",6,"extrapolated",1,38.74,32.241,45.239,0.776,0.677,0.875
"78",6,"extrapolated",1,38.74,32.241,45.239,0.776,0.677,0.875
"79",6,"extrapolated",1,38.74,32.241,45.239,0.776,0.677,0.875
