"","t","method","order","qD","qD.LCL","qD.UCL","SC","SC.LCL","SC.UCL"
"1",1,"interpolated",0,15.5,12.396,18.604,0.269,0.168,0.37
"2",1,"interpolated",0,15.5,12.396,18.604,0.269,0.168,0.37
"3",1,"interpolated",0,15.5,12.396,18.604,0.269,0.168,0.37
"4",1,"interpolated",0,15.5,12.396,18.604,0.269,0.168,0.37
"5",1,"interpolated",0,15.5,12.396,18.604,0.269,0.168,0.37
"6",1,"interpolated",0,15.5,12.396,18.604,0.269,0.168,0.37
"7",1,"interpolated",0,15.5,12.396,18.604,0.269,0.168,0.37
"8",1,"interpolated",0,15.5,12.396,18.604,0.269,0.168,0.37
"9",1,"interpolated",0,15.5,12.396,18.604,0.269,0.168,0.37
"10",2,"interpolated",0,26.833,21.974,31.693,0.425,0.308,0.542
"11",2,"interpolated",0,26.833,21.974,31.693,0.425,0.308,0.542
"12",2,"interpolated",0,26.833,21.974,31.693,0.425,0.308,0.542
"13",2,"interpolated",0,26.833,21.974,31.693,0.425,0.308,0.542
"14",2,"interpolated",0,26.833,21.974,31.693,0.425,0.308,0.542
"15",2,"interpolated",0,26.833,21.974,31.693,0.425,0.308,0.542
"16",2,"interpolated",0,26.833,21.974,31.693,0.425,0.308,0.542
"17",2,"interpolated",0,26.833,21.974,31.693,0.425,0.308,0.542
"18",2,"interpolated",0,26.833,21.974,31.693,0.425,0.308,0.542
"19",3,"interpolated",0,35.75,29.5,42,0.532,0.402,0.662
"20",4,"observed",0,43,35.454,50.546,0.62,0.479,0.76
"21",5,"extrapolated",0,48.895,39.987,57.803,0.691,0.547,0.834
"22",5,"extrapolated",0,48.895,39.987,57.803,0.691,0.547,0.834
"23",5,"extrapolated",0,48.895,39.987,57.803,0.691,0.547,0.834
"24",5,"extrapolated",0,48.895,39.987,57.803,0.691,0.547,0.834
"25",5,"extrapolated",0,48.895,39.987,57.803,0.691,0.547,0.834
"26",5,"extrapolated",0,48.895,39.987,57.803,0.691,0.547,0.834
"27",5,"extrapolated",0,48.895,39.987,57.803,0.691,0.547,0.834
"28",5,"extrapolated",0,48.895,39.987,57.803,0.691,0.547,0.834
"29",5,"extrapolated",0,48.895,39.987,57.803,0.691,0.547,0.834
"30",5,"extrapolated",0,48.895,39.987,57.803,0.691,0.547,0.834
"31",6,"extrapolated",0,53.688,43.319,64.057,0.749,0.607,0.89
"32",6,"extrapolated",0,53.688,43.319,64.057,0.749,0.607,0.89
"33",6,"extrapolated",0,53.688,43.319,64.057,0.749,0.607,0.89
"34",6,"extrapolated",0,53.688,43.319,64.057,0.749,0.607,0.89
"35",6,"extrapolated",0,53.688,43.319,64.057,0.749,0.607,0.89
"36",6,"extrapolated",0,53.688,43.319,64.057,0.749,0.607,0.89
"37",6,"extrapolated",0,53.688,43.319,64.057,0.749,0.607,0.89
"38",6,"extrapolated",0,53.688,43.319,64.057,0.749,0.607,0.89
"39",6,"extrapolated",0,53.688,43.319,64.057,0.749,0.607,0.89
"40",7,"extrapolated",0,57.585,45.697,69.473,0.796,0.661,0.931
"41",1,"interpolated",1,15.5,12.384,18.616,0.269,0.168,0.369
"42",1,"interpolated",1,15.5,12.384,18.616,0.269,0.168,0.369
"43",1,"interpolated",1,15.5,12.384,18.616,0.269,0.168,0.369
"44",1,"interpolated",1,15.5,12.384,18.616,0.269,0.168,0.369
"45",1,"interpolated",1,15.5,12.384,18.616,0.269,0.168,0.369
"46",1,"interpolated",1,15.5,12.384,18.616,0.269,0.168,0.369
"47",1,"interpolated",1,15.5,12.384,18.616,0.269,0.168,0.369
"48",1,"interpolated",1,15.5,12.384,18.616,0.269,0.168,0.369
"49",1,"interpolated",1,15.5,12.384,18.616,0.269,0.168,0.369
"50",2,"interpolated",1,25.73,21.114,30.346,0.425,0.307,0.542
"51",2,"interpolated",1,25.73,21.114,30.346,0.425,0.307,0.542
"52",2,"interpolated",1,25.73,21.114,30.346,0.425,0.307,0.542
"53",2,"interpolated",1,25.73,21.114,30.346,0.425,0.307,0.542
"54",2,"interpolated",1,25.73,21.114,30.346,0.425,0.307,0.542
"55",2,"interpolated",1,25.73,21.114,30.346,0.425,0.307,0.542
"56",2,"interpolated",1,25.73,21.114,30.346,0.425,0.307,0.542
"57",2,"interpolated",1,25.73,21.114,30.346,0.425,0.307,0.542
"58",2,"interpolated",1,25.73,21.114,30.346,0.425,0.307,0.542
"59",3,"interpolated",1,33.091,27.296,38.887,0.532,0.401,0.664
"60",4,"observed",1,38.653,31.838,45.468,0.62,0.478,0.762
"61",5,"extrapolated",1,42.855,35.143,50.567,0.691,0.546,0.836
"62",5,"extrapolated",1,42.855,35.143,50.567,0.691,0.546,0.836
"63",5,"extrapolated",1,42.855,35.143,50.567,0.691,0.546,0.836
"64",5,"extrapolated",1,42.855,35.143,50.567,0.691,0.546,0.836
"65",5,"extrapolated",1,42.855,35.143,50.567,0.691,0.546,0.836
"66",5,"extrapolated",1,42.855,35.143,50.567,0.691,0.546,0.836
"67",5,"extrapolated",1,42.855,35.143,50.567,0.691,0.546,0.836
"68",5,"extrapolated",1,42.855,35.143,50.567,0.691,0.546,0.836
"69",5,"extrapolated",1,42.855,35.143,50.567,0.691,0.546,0.836
"70",5,"extrapolated",1,42.855,35.143,50.567,0.691,0.546,0.836
"71",6,"extrapolated",1,46.461,37.876,55.046,0.749,0.606,0.891
"72",6,"extrapolated",1,46.461,37.876,55.046,0.749,0.606,0.891
"73",6,"extrapolated",1,46.461,37.876,55.046,0.749,0.606,0.891
"74",6,"extrapolated",1,46.461,37.876,55.046,0.749,0.606,0.891
"75",6,"extrapolated",1,46.461,37.876,55.046,0.749,0.606,0.891
"76",6,"extrapolated",1,46.461,37.876,55.046,0.749,0.606,0.891
"77",6,"extrapolated",1,46.461,37.876,55.046,0.749,0.606,0.891
"78",6,"extrapolated",1,46.461,37.876,55.046,0.749,0.606,0.891
"79",6,"extrapolated",1,46.461,37.876,55.046,0.749,0.606,0.891
"80",7,"extrapolated",1,49.556,40.139,58.973,0.796,0.659,0.932
"81",1,"interpolated",2,15.5,12.432,18.568,0.269,0.17,0.367
"82",1,"interpolated",2,15.5,12.432,18.568,0.269,0.17,0.367
"83",1,"interpolated",2,15.5,12.432,18.568,0.269,0.17,0.367
"84",1,"interpolated",2,15.5,12.432,18.568,0.269,0.17,0.367
"85",1,"interpolated",2,15.5,12.432,18.568,0.269,0.17,0.367
"86",1,"interpolated",2,15.5,12.432,18.568,0.269,0.17,0.367
"87",1,"interpolated",2,15.5,12.432,18.568,0.269,0.17,0.367
"88",1,"interpolated",2,15.5,12.432,18.568,0.269,0.17,0.367
"89",1,"interpolated",2,15.5,12.432,18.568,0.269,0.17,0.367
"90",2,"interpolated",2,24.432,20.106,28.758,0.425,0.31,0.54
"91",2,"interpolated",2,24.432,20.106,28.758,0.425,0.31,0.54
"92",2,"interpolated",2,24.432,20.106,28.758,0.425,0.31,0.54
"93",2,"interpolated",2,24.432,20.106,28.758,0.425,0.31,0.54
"94",2,"interpolated",2,24.432,20.106,28.758,0.425,0.31,0.54
"95",2,"interpolated",2,24.432,20.106,28.758,0.425,0.31,0.54
"96",2,"interpolated",2,24.432,20.106,28.758,0.425,0.31,0.54
"97",2,"interpolated",2,24.432,20.106,28.758,0.425,0.31,0.54
"98",2,"interpolated",2,24.432,20.106,28.758,0.425,0.31,0.54
"99",3,"interpolated",2,30.241,24.913,35.57,0.532,0.404,0.66
"100",4,"observed",2,34.321,28.173,40.47,0.62,0.481,0.758
"101",5,"extrapolated",2,37.345,30.528,44.161,0.691,0.548,0.833
"102",5,"extrapolated",2,37.345,30.528,44.161,0.691,0.548,0.833
"103",5,"extrapolated",2,37.345,30.528,44.161,0.691,0.548,0.833
"104",5,"extrapolated",2,37.345,30.528,44.161,0.691,0.548,0.833
"105",5,"extrapolated",2,37.345,30.528,44.161,0.691,0.548,0.833
"106",5,"extrapolated",2,37.345,30.528,44.161,0.691,0.548,0.833
"107",5,"extrapolated",2,37.345,30.528,44.161,0.691,0.548,0.833
"108",5,"extrapolated",2,37.345,30.528,44.161,0.691,0.548,0.833
"109",5,"extrapolated",2,37.345,30.528,44.161,0.691,0.548,0.833
"110",5,"extrapolated",2,37.345,30.528,44.161,0.691,0.548,0.833
"111",6,"extrapolated",2,39.674,32.31,47.039,0.749,0.608,0.889
