"","t","method","order","qD","qD.LCL","qD.UCL","SC","SC.LCL","SC.UCL"
"1",1,"interpolated",0,9.4,7.64,11.16,0.521,0.446,0.596
"2",1,"interpolated",0,9.4,7.64,11.16,0.521,0.446,0.596
"3",1,"interpolated",0,9.4,7.64,11.16,0.521,0.446,0.596
"4",1,"interpolated",0,9.4,7.64,11.16,0.521,0.446,0.596
"5",1,"interpolated",0,9.4,7.64,11.16,0.521,0.446,0.596
"6",1,"interpolated",0,9.4,7.64,11.16,0.521,0.446,0.596
"7",2,"interpolated",0,13.9,11.132,16.668,0.606,0.517,0.696
"8",2,"interpolated",0,13.9,11.132,16.668,0.606,0.517,0.696
"9",2,"interpolated",0,13.9,11.132,16.668,0.606,0.517,0.696
"10",2,"interpolated",0,13.9,11.132,16.668,0.606,0.517,0.696
"11",2,"interpolated",0,13.9,11.132,16.668,0.606,0.517,0.696
"12",2,"interpolated",0,13.9,11.132,16.668,0.606,0.517,0.696
"13",3,"interpolated",0,17.6,14.101,21.099,0.681,0.583,0.779
"14",3,"interpolated",0,17.6,14.101,21.099,0.681,0.583,0.779
"15",3,"interpolated",0,17.6,14.101,21.099,0.681,0.583,0.779
"16",3,"interpolated",0,17.6,14.101,21.099,0.681,0.583,0.779
"17",3,"interpolated",0,17.6,14.101,21.099,0.681,0.583,0.779
"18",3,"interpolated",0,17.6,14.101,21.099,0.681,0.583,0.779
"19",4,"interpolated",0,20.6,16.484,24.716,0.745,0.637,0.853
"20",5,"observed",0,23,18.287,27.713,0.796,0.681,0.91
"21",6,"extrapolated",0,24.92,19.573,30.267,0.837,0.72,0.953
"22",6,"extrapolated",0,24.92,19.573,30.267,0.837,0.72,0.953
"23",6,"extrapolated",0,24.92,19.573,30.267,0.837,0.72,0.953
"24",6,"extrapolated",0,24.92,19.573,30.267,0.837,0.72,0.953
"25",6,"extrapolated",0,24.92,19.573,30.267,0.837,0.72,0.953
"26",6,"extrapolated",0,24.92,19.573,30.267,0.837,0.72,0.953
"27",6,"extrapolated",0,24.92,19.573,30.267,0.837,0.72,0.953
"28",6,"extrapolated",0,24.92,19.573,30.267,0.837,0.72,0.953
"29",6,"extrapolated",0,24.92,19.573,30.267,0.837,0.72,0.953
"30",6,"extrapolated",0,24.92,19.573,30.267,0.837,0.72,0.953
"31",6,"extrapolated",0,24.92,19.573,30.267,0.837,0.72,0.953
"32",6,"extrapolated",0,24.92,19.573,30.267,0.837,0.72,0.953
"33",6,"extrapolated",0,24.92,19.573,30.267,0.837,0.72,0.953
"34",6,"extrapolated",0,24.92,19.573,30.267,0.837,0.72,0.953
"35",6,"extrapolated",0,24.92,19.573,30.267,0.837,0.72,0.953
"36",6,"extrapolated",0,24.92,19.573,30.267,0.837,0.72,0.953
"37",6,"extrapolated",0,24.92,19.573,30.267,0.837,0.72,0.953
