"","t","method","order","qD","qD.LCL","qD.UCL","SC","SC.LCL","SC.UCL"
"1",1,"interpolated",0,13.286,11.33,15.242,0.423,0.346,0.5
"2",1,"interpolated",0,13.286,11.33,15.242,0.423,0.346,0.5
"3",1,"interpolated",0,13.286,11.33,15.242,0.423,0.346,0.5
"4",1,"interpolated",0,13.286,11.33,15.242,0.423,0.346,0.5
"5",1,"interpolated",0,13.286,11.33,15.242,0.423,0.346,0.5
"6",1,"interpolated",0,13.286,11.33,15.242,0.423,0.346,0.5
"7",1,"interpolated",0,13.286,11.33,15.242,0.423,0.346,0.5
"8",2,"interpolated",0,20.952,18.01,23.895,0.575,0.505,0.645
"9",2,"interpolated",0,20.952,18.01,23.895,0.575,0.505,0.645
"10",2,"interpolated",0,20.952,18.01,23.895,0.575,0.505,0.645
"11",2,"interpolated",0,20.952,18.01,23.895,0.575,0.505,0.645
"12",2,"interpolated",0,20.952,18.01,23.895,0.575,0.505,0.645
"13",2,"interpolated",0,20.952,18.01,23.895,0.575,0.505,0.645
"14",3,"interpolated",0,26.6,22.892,30.308,0.654,0.587,0.72
"15",3,"interpolated",0,26.6,22.892,30.308,0.654,0.587,0.72
"16",3,"interpolated",0,26.6,22.892,30.308,0.654,0.587,0.72
"17",3,"interpolated",0,26.6,22.892,30.308,0.654,0.587,0.72
"18",3,"interpolated",0,26.6,22.892,30.308,0.654,0.587,0.72
"19",3,"interpolated",0,26.6,22.892,30.308,0.654,0.587,0.72
"20",3,"interpolated",0,26.6,22.892,30.308,0.654,0.587,0.72
"21",4,"interpolated",0,31.2,26.869,35.531,0.71,0.644,0.777
"22",4,"interpolated",0,31.2,26.869,35.531,0.71,0.644,0.777
"23",4,"interpolated",0,31.2,26.869,35.531,0.71,0.644,0.777
"24",4,"interpolated",0,31.2,26.869,35.531,0.71,0.644,0.777
"25",4,"interpolated",0,31.2,26.869,35.531,0.71,0.644,0.777
"26",4,"interpolated",0,31.2,26.869,35.531,0.71,0.644,0.777
"27",5,"interpolated",0,35.048,30.174,39.921,0.756,0.689,0.824
"28",5,"interpolated",0,35.048,30.174,39.921,0.756,0.689,0.824
"29",5,"interpolated",0,35.048,30.174,39.921,0.756,0.689,0.824
"30",5,"interpolated",0,35.048,30.174,39.921,0.756,0.689,0.824
"31",5,"interpolated",0,35.048,30.174,39.921,0.756,0.689,0.824
"32",5,"interpolated",0,35.048,30.174,39.921,0.756,0.689,0.824
"33",5,"interpolated",0,35.048,30.174,39.921,0.756,0.689,0.824
"34",6,"interpolated",0,38.286,32.909,43.662,0.796,0.725,0.866
"35",6,"interpolated",0,38.286,32.909,43.662,0.796,0.725,0.866
"36",6,"interpolated",0,38.286,32.909,43.662,0.796,0.725,0.866
"37",6,"interpolated",0,38.286,32.909,43.662,0.796,0.725,0.866
"38",6,"interpolated",0,38.286,32.909,43.662,0.796,0.725,0.866
"39",6,"interpolated",0,38.286,32.909,43.662,0.796,0.725,0.866
"40",7,"observed",0,41,35.125,46.875,0.829,0.755,0.902
"41",1,"interpolated",1,13.286,11.354,15.217,0.423,0.347,0.499
"42",1,"interpolated",1,13.286,11.354,15.217,0.423,0.347,0.499
"43",1,"interpolated",1,13.286,11.354,15.217,0.423,0.347,0.499
"44",1,"interpolated",1,13.286,11.354,15.217,0.423,0.347,0.499
"45",1,"interpolated",1,13.286,11.354,15.217,0.423,0.347,0.499
"46",1,"interpolated",1,13.286,11.354,15.217,0.423,0.347,0.499
"47",1,"interpolated",1,13.286,11.354,15.217,0.423,0.347,0.499
"48",2,"interpolated",1,19.82,17.066,22.574,0.575,0.506,0.644
"49",2,"interpolated",1,19.82,17.066,22.574,0.575,0.506,0.644
"50",2,"interpolated",1,19.82,17.066,22.574,0.575,0.506,0.644
"51",2,"interpolated",1,19.82,17.066,22.574,0.575,0.506,0.644
"52",2,"interpolated",1,19.82,17.066,22.574,0.575,0.506,0.644
"53",2,"interpolated",1,19.82,17.066,22.574,0.575,0.506,0.644
"54",3,"interpolated",1,23.973,20.613,27.333,0.654,0.587,0.721
"55",3,"interpolated",1,23.973,20.613,27.333,0.654,0.587,0.721
"56",3,"interpolated",1,23.973,20.613,27.333,0.654,0.587,0.721
"57",3,"interpolated",1,23.973,20.613,27.333,0.654,0.587,0.721
"58",3,"interpolated",1,23.973,20.613,27.333,0.654,0.587,0.721
"59",3,"interpolated",1,23.973,20.613,27.333,0.654,0.587,0.721
"60",3,"interpolated",1,23.973,20.613,27.333,0.654,0.587,0.721
"61",4,"interpolated",1,26.944,23.126,30.761,0.71,0.643,0.777
"62",4,"interpolated",1,26.944,23.126,30.761,0.71,0.643,0.777
"63",4,"interpolated",1,26.944,23.126,30.761,0.71,0.643,0.777
"64",4,"interpolated",1,26.944,23.126,30.761,0.71,0.643,0.777
"65",4,"interpolated",1,26.944,23.126,30.761,0.71,0.643,0.777
"66",4,"interpolated",1,26.944,23.126,30.761,0.71,0.643,0.777
"67",5,"interpolated",1,29.192,25.017,33.367,0.756,0.688,0.825
"68",5,"interpolated",1,29.192,25.017,33.367,0.756,0.688,0.825
"69",5,"interpolated",1,29.192,25.017,33.367,0.756,0.688,0.825
"70",5,"interpolated",1,29.192,25.017,33.367,0.756,0.688,0.825
"71",5,"interpolated",1,29.192,25.017,33.367,0.756,0.688,0.825
"72",5,"interpolated",1,29.192,25.017,33.367,0.756,0.688,0.825
"73",5,"interpolated",1,29.192,25.017,33.367,0.756,0.688,0.825
"74",6,"interpolated",1,30.95,26.488,35.412,0.796,0.723,0.868
"75",6,"interpolated",1,30.95,26.488,35.412,0.796,0.723,0.868
"76",6,"interpolated",1,30.95,26.488,35.412,0.796,0.723,0.868
"77",6,"interpolated",1,30.95,26.488,35.412,0.796,0.723,0.868
"78",6,"interpolated",1,30.95,26.488,35.412,0.796,0.723,0.868
"79",6,"interpolated",1,30.95,26.488,35.412,0.796,0.723,0.868
"80",7,"observed",1,32.354,27.656,37.053,0.829,0.754,0.904
"81",1,"interpolated",2,13.286,11.324,15.247,0.423,0.35,0.496
"82",1,"interpolated",2,13.286,11.324,15.247,0.423,0.35,0.496
"83",1,"interpolated",2,13.286,11.324,15.247,0.423,0.35,0.496
"84",1,"interpolated",2,13.286,11.324,15.247,0.423,0.35,0.496
"85",1,"interpolated",2,13.286,11.324,15.247,0.423,0.35,0.496
"86",1,"interpolated",2,13.286,11.324,15.247,0.423,0.35,0.496
"87",1,"interpolated",2,13.286,11.324,15.247,0.423,0.35,0.496
"88",2,"interpolated",2,18.674,16.048,21.3,0.575,0.507,0.643
"89",2,"interpolated",2,18.674,16.048,21.3,0.575,0.507,0.643
"90",2,"interpolated",2,18.674,16.048,21.3,0.575,0.507,0.643
"91",2,"interpolated",2,18.674,16.048,21.3,0.575,0.507,0.643
"92",2,"interpolated",2,18.674,16.048,21.3,0.575,0.507,0.643
"93",2,"interpolated",2,18.674,16.048,21.3,0.575,0.507,0.643
"94",3,"interpolated",2,21.593,18.505,24.68,0.654,0.587,0.72
"95",3,"interpolated",2,21.593,18.505,24.68,0.654,0.587,0.72
"96",3,"interpolated",2,21.593,18.505,24.68,0.654,0.587,0.72
"97",3,"interpolated",2,21.593,18.505,24.68,0.654,0.587,0.72
