"","t","method","order","qD","qD.LCL","qD.UCL","SC","SC.LCL","SC.UCL"
"1",1,"interpolated",0,12.476,11.271,13.681,0.346,0.296,0.396
"2",1,"interpolated",0,12.476,11.271,13.681,0.346,0.296,0.396
"3",1,"interpolated",0,12.476,11.271,13.681,0.346,0.296,0.396
"4",1,"interpolated",0,12.476,11.271,13.681,0.346,0.296,0.396
"5",1,"interpolated",0,12.476,11.271,13.681,0.346,0.296,0.396
"6",2,"interpolated",0,20.638,18.746,22.53,0.503,0.454,0.553
"7",2,"interpolated",0,20.638,18.746,22.53,0.503,0.454,0.553
"8",2,"interpolated",0,20.638,18.746,22.53,0.503,0.454,0.553
"9",2,"interpolated",0,20.638,18.746,22.53,0.503,0.454,0.553
"10",3,"interpolated",0,26.833,24.313,29.353,0.585,0.539,0.631
"11",3,"interpolated",0,26.833,24.313,29.353,0.585,0.539,0.631
"12",3,"interpolated",0,26.833,24.313,29.353,0.585,0.539,0.631
"13",3,"interpolated",0,26.833,24.313,29.353,0.585,0.539,0.631
"14",4,"interpolated",0,32.01,28.9,35.12,0.634,0.59,0.678
"15",4,"interpolated",0,32.01,28.9,35.12,0.634,0.59,0.678
"16",4,"interpolated",0,32.01,28.9,35.12,0.634,0.59,0.678
"17",4,"interpolated",0,32.01,28.9,35.12,0.634,0.59,0.678
"18",4,"interpolated",0,32.01,28.9,35.12,0.634,0.59,0.678
"19",5,"interpolated",0,36.577,32.911,40.242,0.667,0.625,0.709
"20",5,"interpolated",0,36.577,32.911,40.242,0.667,0.625,0.709
"21",5,"interpolated",0,36.577,32.911,40.242,0.667,0.625,0.709
"22",5,"interpolated",0,36.577,32.911,40.242,0.667,0.625,0.709
"23",6,"interpolated",0,40.728,36.537,44.919,0.692,0.652,0.733
"24",6,"interpolated",0,40.728,36.537,44.919,0.692,0.652,0.733
"25",6,"interpolated",0,40.728,36.537,44.919,0.692,0.652,0.733
"26",6,"interpolated",0,40.728,36.537,44.919,0.692,0.652,0.733
"27",7,"interpolated",0,44.567,39.875,49.26,0.712,0.673,0.752
