"","t","method","order","qD","qD.LCL","qD.UCL","SC","SC.LCL","SC.UCL"
"1",1,"interpolated",0,11.238,10.206,12.27,0.458,0.406,0.51
"2",1,"interpolated",0,11.238,10.206,12.27,0.458,0.406,0.51
"3",1,"interpolated",0,11.238,10.206,12.27,0.458,0.406,0.51
"4",1,"interpolated",0,11.238,10.206,12.27,0.458,0.406,0.51
"5",1,"interpolated",0,11.238,10.206,12.27,0.458,0.406,0.51
"6",2,"interpolated",0,17.329,15.867,18.791,0.642,0.595,0.69
"7",2,"interpolated",0,17.329,15.867,18.791,0.642,0.595,0.69
"8",2,"interpolated",0,17.329,15.867,18.791,0.642,0.595,0.69
"9",2,"interpolated",0,17.329,15.867,18.791,0.642,0.595,0.69
"10",3,"interpolated",0,21.347,19.502,23.192,0.731,0.688,0.774
"11",3,"interpolated",0,21.347,19.502,23.192,0.731,0.688,0.774
"12",3,"interpolated",0,21.347,19.502,23.192,0.731,0.688,0.774
"13",3,"interpolated",0,21.347,19.502,23.192,0.731,0.688,0.774
"14",4,"interpolated",0,24.371,22.158,26.584,0.781,0.741,0.821
"15",4,"interpolated",0,24.371,22.158,26.584,0.781,0.741,0.821
"16",4,"interpolated",0,24.371,22.158,26.584,0.781,0.741,0.821
"17",4,"interpolated",0,24.371,22.158,26.584,0.781,0.741,0.821
"18",4,"interpolated",0,24.371,22.158,26.584,0.781,0.741,0.821
"19",5,"interpolated",0,26.834,24.262,29.406,0.813,0.775,0.85
"20",5,"interpolated",0,26.834,24.262,29.406,0.813,0.775,0.85
"21",5,"interpolated",0,26.834,24.262,29.406,0.813,0.775,0.85
"22",5,"interpolated",0,26.834,24.262,29.406,0.813,0.775,0.85
"23",6,"interpolated",0,28.94,26.015,31.864,0.835,0.798,0.871
"24",6,"interpolated",0,28.94,26.015,31.864,0.835,0.798,0.871
"25",6,"interpolated",0,28.94,26.015,31.864,0.835,0.798,0.871
"26",6,"interpolated",0,28.94,26.015,31.864,0.835,0.798,0.871
"27",7,"interpolated",0,30.799,27.527,34.072,0.85,0.816,0.885
"28",7,"interpolated",0,30.799,27.527,34.072,0.85,0.816,0.885
"29",7,"interpolated",0,30.799,27.527,34.072,0.85,0.816,0.885
"30",7,"interpolated",0,30.799,27.527,34.072,0.85,0.816,0.885
"31",7,"interpolated",0,30.799,27.527,34.072,0.85,0.816,0.885
"32",8,"interpolated",0,32.48,28.865,36.095,0.863,0.829,0.896
"33",8,"interpolated",0,32.48,28.865,36.095,0.863,0.829,0.896
"34",8,"interpolated",0,32.48,28.865,36.095,0.863,0.829,0.896
"35",8,"interpolated",0,32.48,28.865,36.095,0.863,0.829,0.896
"36",9,"interpolated",0,34.025,30.073,37.977,0.872,0.839,0.905
"37",9,"interpolated",0,34.025,30.073,37.977,0.872,0.839,0.905
"38",9,"interpolated",0,34.025,30.073,37.977,0.872,0.839,0.905
"39",9,"interpolated",0,34.025,30.073,37.977,0.872,0.839,0.905
"40",10,"interpolated",0,35.464,31.18,39.748,0.879,0.847,0.911
"41",1,"interpolated",1,11.238,10.189,12.287,0.458,0.406,0.51
"42",1,"interpolated",1,11.238,10.189,12.287,0.458,0.406,0.51
"43",1,"interpolated",1,11.238,10.189,12.287,0.458,0.406,0.51
"44",1,"interpolated",1,11.238,10.189,12.287,0.458,0.406,0.51
"45",1,"interpolated",1,11.238,10.189,12.287,0.458,0.406,0.51
"46",2,"interpolated",1,16.362,14.977,17.747,0.642,0.594,0.691
"47",2,"interpolated",1,16.362,14.977,17.747,0.642,0.594,0.691
"48",2,"interpolated",1,16.362,14.977,17.747,0.642,0.594,0.691
"49",2,"interpolated",1,16.362,14.977,17.747,0.642,0.594,0.691
"50",3,"interpolated",1,19.33,17.662,20.998,0.731,0.687,0.774
"51",3,"interpolated",1,19.33,17.662,20.998,0.731,0.687,0.774
"52",3,"interpolated",1,19.33,17.662,20.998,0.731,0.687,0.774
"53",3,"interpolated",1,19.33,17.662,20.998,0.731,0.687,0.774
"54",4,"interpolated",1,21.308,19.395,23.221,0.781,0.74,0.821
"55",4,"interpolated",1,21.308,19.395,23.221,0.781,0.74,0.821
"56",4,"interpolated",1,21.308,19.395,23.221,0.781,0.74,0.821
"57",4,"interpolated",1,21.308,19.395,23.221,0.781,0.74,0.821
"58",4,"interpolated",1,21.308,19.395,23.221,0.781,0.74,0.821
"59",5,"interpolated",1,22.745,20.623,24.868,0.813,0.774,0.851
"60",5,"interpolated",1,22.745,20.623,24.868,0.813,0.774,0.851
"61",5,"interpolated",1,22.745,20.623,24.868,0.813,0.774,0.851
"62",5,"interpolated",1,22.745,20.623,24.868,0.813,0.774,0.851
"63",6,"interpolated",1,23.851,21.547,26.155,0.835,0.798,0.871
"64",6,"interpolated",1,23.851,21.547,26.155,0.835,0.798,0.871
"65",6,"interpolated",1,23.851,21.547,26.155,0.835,0.798,0.871
"66",6,"interpolated",1,23.851,21.547,26.155,0.835,0.798,0.871
"67",7,"interpolated",1,24.735,22.273,27.197,0.85,0.815,0.886
"68",7,"interpolated",1,24.735,22.273,27.197,0.85,0.815,0.886
"69",7,"interpolated",1,24.735,22.273,27.197,0.85,0.815,0.886
"70",7,"interpolated",1,24.735,22.273,27.197,0.85,0.815,0.886
"71",7,"interpolated",1,24.735,22.273,27.197,0.85,0.815,0.886
"72",8,"interpolated",1,25.465,22.863,28.066,0.863,0.828,0.897
"73",8,"interpolated",1,25.465,22.863,28.066,0.863,0.828,0.897
"74",8,"interpolated",1,25.465,22.863,28.066,0.863,0.828,0.897
"75",8,"interpolated",1,25.465,22.863,28.066,0.863,0.828,0.897
"76",9,"interpolated",1,26.08,23.354,28.806,0.872,0.839,0.905
"77",9,"interpolated",1,26.08,23.354,28.806,0.872,0.839,0.905
"78",9,"interpolated",1,26.08,23.354,28.806,0.872,0.839,0.905
"79",9,"interpolated",1,26.08,23.354,28.806,0.872,0.839,0.905
"80",10,"interpolated",1,26.609,23.771,29.447,0.879,0.847,0.912
"81",1,"interpolated",2,11.238,10.198,12.278,0.458,0.407,0.51
"82",1,"interpolated",2,11.238,10.198,12.278,0.458,0.407,0.51
"83",1,"interpolated",2,11.238,10.198,12.278,0.458,0.407,0.51
"84",1,"interpolated",2,11.238,10.198,12.278,0.458,0.407,0.51
"85",1,"interpolated",2,11.238,10.198,12.278,0.458,0.407,0.51
"86",2,"interpolated",2,15.415,14.116,16.714,0.642,0.595,0.69
"87",2,"interpolated",2,15.415,14.116,16.714,0.642,0.595,0.69
"88",2,"interpolated",2,15.415,14.116,16.714,0.642,0.595,0.69
"89",2,"interpolated",2,15.415,14.116,16.714,0.642,0.595,0.69
"90",3,"interpolated",2,17.595,16.094,19.097,0.731,0.688,0.774
"91",3,"interpolated",2,17.595,16.094,19.097,0.731,0.688,0.774
"92",3,"interpolated",2,17.595,16.094,19.097,0.731,0.688,0.774
"93",3,"interpolated",2,17.595,16.094,19.097,0.731,0.688,0.774
"94",4,"interpolated",2,18.934,17.274,20.594,0.781,0.741,0.82
"95",4,"interpolated",2,18.934,17.274,20.594,0.781,0.741,0.82
"96",4,"interpolated",2,18.934,17.274,20.594,0.781,0.741,0.82
"97",4,"interpolated",2,18.934,17.274,20.594,0.781,0.741,0.82
"98",4,"interpolated",2,18.934,17.274,20.594,0.781,0.741,0.82
"99",5,"interpolated",2,19.84,18.057,21.623,0.813,0.775,0.85
"100",5,"interpolated",2,19.84,18.057,21.623,0.813,0.775,0.85
"101",5,"interpolated",2,19.84,18.057,21.623,0.813,0.775,0.85
"102",5,"interpolated",2,19.84,18.057,21.623,0.813,0.775,0.85
"103",6,"interpolated",2,20.493,18.613,22.374,0.835,0.799,0.87
"104",6,"interpolated",2,20.493,18.613,22.374,0.835,0.799,0.87
"105",6,"interpolated",2,20.493,18.613,22.374,0.835,0.799,0.87
"106",6,"interpolated",2,20.493,18.613,22.374,0.835,0.799,0.87
"107",7,"interpolated",2,20.987,19.029,22.946,0.85,0.816,0.885
"108",7,"interpolated",2,20.987,19.029,22.946,0.85,0.816,0.885
"109",7,"interpolated",2,20.987,19.029,22.946,0.85,0.816,0.885
"110",7,"interpolated",2,20.987,19.029,22.946,0.85,0.816,0.885
"111",7,"interpolated",2,20.987,19.029,22.946,0.85,0.816,0.885
"112",8,"interpolated",2,21.374,19.351,23.396,0.863,0.829,0.896
"113",8,"interpolated",2,21.374,19.351,23.396,0.863,0.829,0.896
"114",8,"interpolated",2,21.374,19.351,23.396,0.863,0.829,0.896
"115",8,"interpolated",2,21.374,19.351,23.396,0.863,0.829,0.896
"116",9,"interpolated",2,21.684,19.608,23.76,0.872,0.839,0.905
"117",9,"interpolated",2,21.684,19.608,23.76,0.872,0.839,0.905
"118",9,"interpolated",2,21.684,19.608,23.76,0.872,0.839,0.905
"119",9,"interpolated",2,21.684,19.608,23.76,0.872,0.839,0.905
"120",10,"interpolated",2,21.939,19.818,24.06,0.879,0.847,0.911
